id_escola,id_estudante,score_exame_norm,gen_estud,Ver_padro,faixa_pont_adm_bottom 25%,faixa_pont_adm_mid 50%,faixa_pont_adm_top 25%,rv_adm_escola_bottom 25%,rv_adm_escola_mid 50%,rv_adm_escola_top 25%
4,15,-0.555112,1,-0.703364,0,1,0,0,1,0
4,19,2.1029752,0,0.8670142,1,0,0,0,1,0
4,20,0.6787592,0,1.5282252,1,0,0,0,1,0
4,21,0.7472282,1,0.7017112,1,0,0,0,1,0
4,22,1.9771072,1,2.3547402,1,0,0,0,1,0
4,24,0.1340672,0,0.0404992,0,1,0,0,1,0
4,26,1.4395322,0,0.6190592,1,0,0,0,1,0
4,27,0.1941492,0,-0.538061,0,1,0,0,1,0
4,28,-0.85267,0,0.3711052,0,1,0,0,1,0
4,29,-1.335315,1,-1.860484,0,0,1,0,1,0
4,30,-2.291731,1,-1.860484,0,0,1,0,1,0
4,34,2.0397092,0,1.7761802,1,0,0,0,1,0
4,36,-0.555112,1,-0.207455,0,1,0,0,1,0
4,37,-0.555112,0,0.0404992,0,1,0,0,1,0
4,38,-0.555112,1,-0.951318,0,1,0,0,1,0
4,39,0.8219882,1,0.0404992,0,1,0,0,1,0
4,41,2.3136012,0,0.4537562,0,1,0,0,1,0
4,42,-0.85267,1,-0.290107,0,1,0,0,1,0
4,43,-0.265159,0,0.7843622,1,0,0,0,1,0
4,44,-1.62373,1,-0.951318,0,1,0,0,1,0
4,49,-0.555112,1,0.0404992,0,1,0,0,1,0
4,51,1.1094382,0,1.8588312,1,0,0,0,1,0
4,54,1.9003352,1,1.4455742,1,0,0,0,1,0
4,55,0.3280722,1,0.1231502,0,1,0,0,1,0
4,57,-0.062088,1,-0.538061,0,1,0,0,1,0
4,60,0.7472282,0,0.7843622,1,0,0,0,1,0
4,67,-0.939378,0,-1.777833,0,0,1,0,1,0
4,68,-0.492781,0,-0.786016,0,1,0,0,1,0
4,73,-0.062088,0,0.8670142,1,0,0,0,1,0
4,74,-1.029067,1,0.2058022,0,1,0,0,1,0
4,75,-0.623051,1,0.1231502,0,1,0,0,1,0
4,76,1.1758492,1,1.6935282,1,0,0,0,1,0
4,77,-1.219486,1,-0.703364,0,1,0,0,1,0
4,79,-0.623051,1,-0.042152,0,1,0,0,1,0
4,81,-1.029067,0,-0.786016,0,1,0,0,1,0
4,82,0.0735362,0,0.6190592,1,0,0,0,1,0
4,84,-0.555112,0,-0.620713,0,1,0,0,1,0
4,87,1.5792202,1,0.3711052,0,1,0,0,1,0
4,90,-0.265159,0,-0.290107,0,1,0,0,1,0
4,91,-1.526653,1,-0.868667,0,1,0,0,1,0
4,92,0.4026692,0,-0.372758,0,1,0,0,1,0
4,93,-0.197611,1,-0.45541,0,1,0,0,1,0
4,98,0.0735362,0,0.8670142,1,0,0,0,1,0
4,102,0.4026692,1,-0.042152,0,1,0,0,1,0
4,104,-0.699505,1,-0.207455,0,1,0,0,1,0
4,105,2.5323522,0,0.8670142,1,0,0,0,1,0
4,107,0.6787592,0,-0.45541,0,1,0,0,1,0
4,108,0.3280722,1,1.9414832,1,0,0,0,1,0
4,110,-0.85267,1,-0.703364,0,1,0,0,1,0
4,113,-0.85267,1,-1.03397,0,1,0,0,1,0
4,116,0.2613242,1,1.8588312,1,0,0,0,1,0
4,121,0.4781942,1,-0.207455,0,1,0,0,1,0
4,133,0.6787592,0,0.3711052,0,1,0,0,1,0
4,138,-1.723882,1,-1.281924,0,0,1,0,1,0
4,143,0.1941492,0,0.1231502,0,1,0,0,1,0
4,145,-0.419801,1,-0.538061,0,1,0,0,1,0
4,150,-0.129085,1,0.6190592,1,0,0,0,1,0
4,153,-1.438662,0,-1.777833,0,0,1,0,1,0
4,154,-0.265159,1,-0.868667,0,1,0,0,1,0
4,155,-2.291731,0,-0.868667,0,1,0,0,1,0
4,156,-0.699505,1,-1.199273,0,0,1,0,1,0
4,157,0.5443412,1,0.5364082,1,0,0,0,1,0
4,158,0.6787592,1,-0.703364,0,1,0,0,1,0
4,159,1.1094382,1,0.3711052,1,0,0,0,1,0
4,160,-0.062088,1,0.9496652,1,0,0,0,1,0
4,169,-0.623051,1,0.2058022,0,1,0,0,1,0
4,178,-0.419801,0,-0.124804,0,1,0,0,1,0
4,182,-1.62373,1,-2.356393,0,0,1,0,1,0
4,185,-0.338842,1,0.2884532,0,1,0,0,1,0
4,187,0.6787592,0,0.9496652,1,0,0,0,1,0
4,190,1.3101422,0,0.6190592,1,0,0,0,1,0
4,192,-0.699505,1,0.7843622,1,0,0,0,1,0
5,4,-0.129085,0,-1.199273,0,1,0,0,0,1
5,13,0.2613242,1,0.7017112,1,0,0,0,0,1
5,17,1.4395322,0,1.1976192,1,0,0,0,0,1
5,26,1.1758492,0,-0.372758,0,1,0,0,0,1
5,32,0.6107292,0,0.2884532,0,1,0,0,0,1
5,39,0.6787592,0,0.6190592,1,0,0,0,0,1
5,41,0.1941492,1,0.5364082,1,0,0,0,0,1
5,53,-0.776109,0,-0.786016,0,1,0,0,0,1
5,54,-1.219486,0,-0.372758,0,1,0,0,0,1
5,61,0.4026692,0,0.5364082,1,0,0,0,0,1
5,64,-0.419801,0,-0.290107,0,1,0,0,0,1
5,66,1.1758492,1,0.8670142,1,0,0,0,0,1
5,74,-0.492781,1,-0.290107,0,1,0,0,0,1
5,84,-1.219486,0,-0.703364,0,1,0,0,0,1
5,92,1.3101422,1,0.4537562,0,1,0,0,0,1
5,93,0.6107292,1,0.5364082,1,0,0,0,0,1
5,110,0.4781942,1,0.1231502,0,1,0,0,0,1
5,115,-0.129085,0,-0.372758,0,1,0,0,0,1
5,127,0.1941492,1,0.0404992,0,1,0,0,0,1
5,130,1.5061852,0,0.7017112,1,0,0,0,0,1
5,145,0.3280722,0,1.1976192,1,0,0,0,0,1
5,161,0.2613242,1,0.9496652,1,0,0,0,0,1
5,171,1.0396082,0,-0.372758,0,1,0,0,0,1
5,172,0.1941492,0,0.2884532,0,1,0,0,0,1
5,197,0.7472282,0,0.4537562,0,1,0,0,0,1
5,209,-0.062088,1,-0.372758,0,1,0,0,0,1
5,218,2.1029752,0,2.0241342,1,0,0,0,0,1
5,225,0.3280722,1,-0.620713,0,1,0,0,0,1
5,226,0.4026692,1,-0.207455,0,1,0,0,0,1
5,232,0.1941492,0,0.5364082,0,1,0,0,0,1
5,238,-1.118624,0,-0.372758,0,1,0,0,0,1
5,242,0.3280722,1,-0.124804,0,1,0,0,0,1
5,250,1.1094382,1,1.7761802,1,0,0,0,0,1
5,265,1.5792202,1,-0.207455,0,1,0,0,0,1
6,3,0.9675862,0,-0.207455,0,1,0,0,0,1
6,4,0.0043222,0,-0.372758,0,1,0,0,0,1
6,8,1.5792202,0,1.3629222,1,0,0,0,0,1
6,9,-0.699505,0,0.0404992,0,1,0,0,0,1
6,11,1.1758492,0,0.5364082,0,1,0,0,0,1
6,13,1.2405332,0,1.6935282,1,0,0,0,0,1
6,14,1.3101422,0,2.0241342,1,0,0,0,0,1
6,15,0.5443412,0,0.2884532,0,1,0,0,0,1
6,16,1.3747412,0,-0.124804,0,1,0,0,0,1
6,17,-1.723882,0,-1.447227,0,0,1,0,0,1
6,19,0.8219882,0,0.1231502,0,1,0,0,0,1
6,24,1.2405332,0,0.2884532,0,1,0,0,0,1
6,25,1.9771072,0,1.4455742,1,0,0,0,0,1
6,31,0.1941492,0,0.3711052,0,1,0,0,0,1
6,32,2.3136012,0,1.1976192,1,0,0,0,0,1
6,40,0.0735362,0,0.6190592,1,0,0,0,0,1
6,41,1.5792202,0,1.1976192,1,0,0,0,0,1
6,43,1.7348992,0,2.2720892,1,0,0,0,0,1
6,44,0.8219882,0,0.8670142,1,0,0,0,0,1
6,45,0.3280722,0,-0.372758,0,1,0,0,0,1
6,47,0.9675862,0,0.1231502,0,1,0,0,0,1
6,48,0.6787592,0,0.1231502,0,1,0,0,0,1
6,49,1.8138272,0,1.0323172,1,0,0,0,0,1
6,50,1.5061852,0,1.1149682,1,0,0,0,0,1
6,52,0.3280722,0,1.6108772,1,0,0,0,0,1
6,53,-0.623051,0,0.5364082,1,0,0,0,0,1
6,55,1.9771072,0,1.1149682,1,0,0,0,0,1
6,57,0.3280722,0,-0.124804,0,1,0,0,0,1
6,58,-0.419801,0,0.4537562,0,1,0,0,0,1
6,61,1.1094382,0,-0.290107,0,1,0,0,0,1
6,62,0.0043222,0,-0.042152,0,1,0,0,0,1
6,64,1.3101422,0,0.6190592,1,0,0,0,0,1
6,65,1.7348992,0,1.1976192,1,0,0,0,0,1
6,66,-0.939378,0,0.2884532,0,1,0,0,0,1
6,67,0.4026692,0,0.3711052,1,0,0,0,0,1
6,69,0.4781942,0,-0.620713,0,1,0,0,0,1
6,74,0.8965662,0,0.0404992,0,1,0,0,0,1
6,75,-0.492781,0,-0.207455,0,1,0,0,0,1
6,77,0.4026692,0,0.2058022,0,1,0,0,0,1
6,78,0.6787592,0,0.7843622,1,0,0,0,0,1
6,81,1.9771072,0,2.1894372,1,0,0,0,0,1
6,84,-0.265159,0,0.2058022,0,1,0,0,0,1
6,85,1.5792202,0,0.6190592,1,0,0,0,0,1
6,89,1.9003352,0,0.2058022,0,1,0,0,0,1
6,92,1.3747412,0,0.5364082,1,0,0,0,0,1
6,96,0.7472282,0,-1.03397,0,0,1,0,0,1
6,97,1.6618062,0,2.2720892,1,0,0,0,0,1
6,99,0.8219882,0,0.6190592,1,0,0,0,0,1
6,101,0.1941492,0,1.5282252,1,0,0,0,0,1
6,102,0.4026692,0,0.8670142,1,0,0,0,0,1
6,103,0.8965662,0,0.5364082,1,0,0,0,0,1
6,109,0.6107292,0,-0.45541,0,1,0,0,0,1
6,110,1.0396082,0,0.4537562,1,0,0,0,0,1
6,113,2.0397092,0,0.8670142,1,0,0,0,0,1
6,114,1.3101422,0,1.6108772,1,0,0,0,0,1
6,116,1.9003352,0,0.8670142,1,0,0,0,0,1
6,120,0.8965662,0,0.8670142,1,0,0,0,0,1
6,121,0.9675862,0,2.1894372,1,0,0,0,0,1
6,122,0.5443412,0,-0.372758,0,1,0,0,0,1
6,123,2.1029752,0,2.3547402,1,0,0,0,0,1
6,136,0.6107292,0,0.9496652,1,0,0,0,0,1
6,139,2.6267392,0,2.0241342,1,0,0,0,0,1
6,140,1.2405332,0,0.3711052,1,0,0,0,0,1
6,141,1.5792202,0,1.2802712,1,0,0,0,0,1
6,143,-0.419801,0,-0.372758,0,1,0,0,0,1
6,149,1.0396082,0,-0.124804,0,1,0,0,0,1
6,150,2.2031212,0,1.8588312,1,0,0,0,0,1
6,151,1.4395322,0,0.1231502,0,1,0,0,0,1
6,152,0.4026692,0,0.0404992,0,1,0,0,0,1
6,155,1.0396082,0,-0.951318,0,0,1,0,0,1
6,156,0.4781942,0,0.8670142,1,0,0,0,0,1
6,159,0.2613242,0,-1.03397,0,1,0,0,0,1
6,160,1.2405332,0,1.2802712,1,0,0,0,0,1
6,161,1.3747412,0,0.8670142,1,0,0,0,0,1
7,2,0.2613242,0,-0.951318,0,1,0,0,1,0
7,3,0.3280722,0,-0.124804,0,1,0,0,1,0
7,6,0.9675862,0,-0.45541,0,1,0,0,1,0
7,8,0.2613242,0,0.2884532,0,1,0,0,1,0
7,10,1.1094382,0,0.7843622,1,0,0,0,1,0
7,11,1.0396082,0,0.6190592,1,0,0,0,1,0
7,14,0.4781942,0,-0.620713,0,1,0,0,1,0
7,15,-0.85267,0,-1.943136,0,0,1,0,1,0
7,20,-1.029067,0,1.0323172,1,0,0,0,1,0
7,21,0.9675862,0,1.3629222,1,0,0,0,1,0
7,22,-0.623051,0,1.1976192,1,0,0,0,1,0
7,28,0.1340672,0,0.0404992,0,1,0,0,1,0
7,30,-0.197611,0,-0.786016,0,1,0,0,1,0
7,35,-0.129085,0,-0.124804,0,1,0,0,1,0
7,38,1.6618062,0,-1.695182,0,0,1,0,1,0
7,46,0.4781942,0,0.6190592,1,0,0,0,1,0
7,48,0.1941492,0,0.0404992,0,1,0,0,1,0
7,49,-1.335315,0,-0.868667,0,1,0,0,1,0
7,50,0.3280722,0,-0.703364,0,1,0,0,1,0
7,52,0.6787592,0,0.5364082,1,0,0,0,1,0
7,53,0.0735362,0,0.2884532,0,1,0,0,1,0
7,54,1.5061852,0,-0.290107,0,1,0,0,1,0
7,55,0.1941492,0,0.4537562,0,1,0,0,1,0
7,69,0.4781942,0,0.2058022,0,1,0,0,1,0
7,70,0.3280722,0,-0.45541,0,1,0,0,1,0
7,71,-0.776109,0,-1.03397,0,1,0,0,1,0
7,73,1.0396082,0,-0.372758,0,1,0,0,1,0
7,79,-0.197611,0,2.0241342,1,0,0,0,1,0
7,85,-0.419801,0,-0.786016,0,1,0,0,1,0
7,86,0.3280722,0,1.3629222,1,0,0,0,1,0
7,87,-0.062088,0,-0.45541,0,1,0,0,1,0
7,89,0.8219882,0,0.2058022,0,1,0,0,1,0
7,95,-0.939378,0,0.2884532,0,1,0,0,1,0
7,97,0.9675862,0,0.3711052,0,1,0,0,1,0
7,98,-0.338842,0,-0.703364,0,1,0,0,1,0
7,102,0.1941492,0,-0.207455,0,1,0,0,1,0
7,104,-0.197611,0,-0.951318,0,1,0,0,1,0
7,108,1.1094382,0,-0.207455,0,1,0,0,1,0
7,110,1.9771072,0,1.6935282,1,0,0,0,1,0
7,111,1.2405332,0,0.4537562,1,0,0,0,1,0
7,114,0.3280722,0,-0.372758,0,1,0,0,1,0
7,115,0.9675862,0,0.0404992,0,1,0,0,1,0
7,116,1.3747412,0,0.9496652,1,0,0,0,1,0
7,119,0.5443412,0,-0.290107,0,1,0,0,1,0
7,123,0.1941492,0,-0.538061,0,1,0,0,1,0
7,125,-0.265159,0,-0.042152,0,1,0,0,1,0
7,127,-0.492781,0,-0.538061,0,1,0,0,1,0
7,129,0.8965662,0,-0.207455,0,1,0,0,1,0
7,130,0.0043222,0,0.5364082,1,0,0,0,1,0
7,131,0.7472282,0,0.2058022,0,1,0,0,1,0
7,132,-1.335315,0,-1.116621,0,0,1,0,1,0
7,134,0.2613242,0,-0.372758,0,1,0,0,1,0
7,135,-2.108644,0,0.2884532,0,1,0,0,1,0
7,136,-0.419801,0,-2.356393,0,0,1,0,1,0
7,138,0.4781942,0,-0.703364,0,1,0,0,1,0
7,139,0.4781942,0,0.0404992,0,1,0,0,1,0
7,141,1.6618062,0,-1.03397,0,0,1,0,1,0
7,143,1.5792202,0,1.0323172,1,0,0,0,1,0
7,145,-0.419801,0,0.1231502,0,1,0,0,1,0
7,148,0.0043222,0,-0.45541,0,1,0,0,1,0
7,151,0.8965662,0,-0.124804,0,1,0,0,1,0
7,153,0.7472282,0,-0.207455,0,1,0,0,1,0
7,154,0.3280722,0,0.1231502,0,1,0,0,1,0
7,155,1.2405332,0,0.0404992,0,1,0,0,1,0
7,156,0.8219882,0,2.2720892,1,0,0,0,1,0
7,162,0.8219882,0,-0.45541,0,1,0,0,1,0
7,163,-0.623051,0,-0.372758,0,1,0,0,1,0
7,169,1.1758492,0,-1.281924,0,0,1,0,1,0
7,178,1.1758492,0,1.3629222,1,0,0,0,1,0
7,179,0.0735362,0,-0.45541,0,1,0,0,1,0
7,182,0.6787592,0,1.8588312,1,0,0,0,1,0
7,183,1.2405332,0,2.4373912,1,0,0,0,1,0
7,184,1.1094382,0,-0.207455,0,1,0,0,1,0
7,185,1.3101422,0,-0.124804,0,1,0,0,1,0
7,187,0.4781942,0,-0.703364,0,1,0,0,1,0
7,188,-0.555112,0,-0.042152,0,1,0,0,1,0
7,191,0.1941492,0,-0.538061,0,1,0,0,1,0
7,192,1.4395322,0,1.9414832,1,0,0,0,1,0
7,195,-0.85267,0,-0.868667,0,1,0,0,1,0
7,197,0.6107292,0,-0.703364,0,1,0,0,1,0
8,2,-1.962075,0,0.8670142,1,0,0,0,1,0
8,4,0.3280722,0,-0.290107,0,1,0,0,1,0
8,6,-0.419801,0,-0.620713,0,1,0,0,1,0
8,11,-0.197611,0,-0.45541,0,1,0,0,1,0
8,12,-0.129085,0,-0.207455,0,1,0,0,1,0
8,13,0.1340672,0,0.1231502,0,1,0,0,1,0
8,16,-2.108644,0,0.3711052,0,1,0,0,1,0
8,17,-0.776109,0,-0.868667,0,1,0,0,1,0
8,18,2.3136012,0,3.0159522,1,0,0,0,1,0
8,19,0.4026692,0,0.2884532,0,1,0,0,1,0
8,20,-1.836687,0,-1.943136,0,0,1,0,1,0
8,21,0.1941492,0,0.1231502,0,1,0,0,1,0
8,22,0.0043222,0,0.2884532,1,0,0,0,1,0
8,24,-1.335315,0,0.6190592,1,0,0,0,1,0
8,27,-1.029067,0,-0.620713,0,1,0,0,1,0
8,28,0.5443412,0,-0.703364,0,1,0,0,1,0
8,29,1.8138272,0,0.9496652,1,0,0,0,1,0
8,31,0.3280722,0,-0.372758,0,1,0,0,1,0
8,32,0.1941492,0,-0.372758,0,1,0,0,1,0
8,36,1.8138272,0,-0.207455,0,1,0,0,1,0
8,37,-0.062088,0,0.2058022,0,1,0,0,1,0
8,38,-0.776109,0,-1.281924,0,0,1,0,1,0
8,39,1.4395322,0,0.1231502,0,1,0,0,1,0
8,41,2.5323522,0,2.8506492,1,0,0,0,1,0
8,43,-0.062088,0,-0.538061,0,1,0,0,1,0
8,44,0.0735362,0,-0.620713,0,1,0,0,1,0
